,date,description,language,source,text,title,url,title_compound,title_pos,title_neu,title_neg,title_sent,text_compound,text_pos,text_neu,text_neg,text_sent,tokens
10,2022-06-24,Here’s the key business news from London-listed companies this morning.,en,"{'id': 'bloomberg', 'name': 'Bloomberg'}","Heres the key business news from London-listed companies this morning.
Retail Sales: The volume of goods sold in stores and online 
fell 0.5% from April, as soaring food prices and the wider cost-o… [+2552 chars]",Retail Sales Drop as Flurry of Deals Continues: The London Rush,https://www.bloomberg.com/news/articles/2022-06-24/retail-sales-drop-as-flurry-of-deals-continues-the-london-rush,-0.2732,0.0,0.826,0.174,-1,0.0,0.0,1.0,0.0,0,"['Heres', 'key', 'business', 'news', 'London-listed', 'company', 'morning', 'Retail', 'Sales', 'volume', 'good', 'sold', 'store', 'online', 'fell', '0.5', 'April', 'soaring', 'food', 'price', 'wider', 'cost-o…', '+2552']"
11,2022-06-29,"Wall Street analysts are starting to cut earnings estimates for some of the world’s biggest technology companies, undermining the argument that their stocks look cheap after this year’s market rout.",en,"{'id': 'bloomberg', 'name': 'Bloomberg'}","Wall Street analysts are starting to cut earnings estimates for some of the worlds biggest technology companies, undermining the argument that their stocks look cheap after this years market rout. 
… [+5889 chars]",JPMorgan Piles On With Estimate Cuts Before Earnings: Tech Watch - Bloomberg,https://www.bloomberg.com/news/articles/2022-06-29/wall-street-s-rosy-profit-view-is-starting-to-fade-tech-watch,-0.296,0.0,0.82,0.18,-1,-0.7269,0.0,0.803,0.197,-1,"['Wall', 'Street', 'analyst', 'starting', 'cut', 'earnings', 'estimate', 'world', 'biggest', 'technology', 'company', 'undermining', 'argument', 'stock', 'look', 'cheap', 'year', 'market', 'rout', '+5889']"
12,2022-06-27,"Good morning, it’s Ainsley here with a roundup of the morning’s news to kick your day off.",en,"{'id': 'bloomberg', 'name': 'Bloomberg'}","Good morning, its Ainsley here with a roundup of the mornings news to kick your day off.  
Todays must-reads:
Whats happening around our region this morning
A chip at the glass ceiling. Women hold… [+3005 chars]",Australia Briefing: Slow Crawl to Gender Equality,https://www.bloomberg.com/news/newsletters/2022-06-27/australia-news-today-gender-pay-gap-women-on-boards-migration,0.0,0.0,1.0,0.0,0,0.4404,0.081,0.919,0.0,1,"['Good', 'morning', 'Ainsley', 'roundup', 'morning', 'news', 'kick', 'day', 'Todays', 'must-reads', 'Whats', 'happening', 'around', 'region', 'morning', 'chip', 'glass', 'ceiling', 'Women', 'hold…', '+3005']"
13,2022-06-18,Get caught up.,en,"{'id': 'bloomberg', 'name': 'Bloomberg'}","A US recession seemed avoidable even earlier this month. But central banks that 
fell behind the curve as prices skyrocketed are scrambling to catch up, and the Fed under Chair Jerome Powell raised … [+3264 chars]",Your Weekend Reading: The Fed Makes a Big Move Against Inflation,https://www.bloomberg.com/news/newsletters/2022-06-18/bloomberg-weekend-reading-the-fed-makes-its-big-move-against-inflation,0.0,0.0,1.0,0.0,0,-0.2263,0.0,0.946,0.054,-1,"['US', 'recession', 'seemed', 'avoidable', 'even', 'earlier', 'month', 'central', 'bank', 'fell', 'behind', 'curve', 'price', 'skyrocketed', 'scrambling', 'catch', 'Fed', 'Chair', 'Jerome', 'Powell', 'raised', '+3264']"
14,2022-06-30,Just four factors explain 88% of the variance in the digital currency’s price over the last four years.,en,"{'id': 'bloomberg', 'name': 'Bloomberg'}","Now that the cryptocurrency market has rebounded somewhat from the mid-June lows which were as low as any since 2020 and volatility is muted by crypto standards, many investors are asking if weve see… [+6300 chars]",Bitcoin's Fair Value Is Tied to Gold and Tech Stocks - Bloomberg,https://www.bloomberg.com/opinion/articles/2022-06-30/bitcoin-s-fair-value-is-tied-to-gold-and-tech-stocks,0.5719,0.343,0.657,0.0,1,-0.4404,0.0,0.897,0.103,-1,"['cryptocurrency', 'market', 'rebounded', 'somewhat', 'mid-June', 'low', 'low', 'since', '2020', 'volatility', 'muted', 'crypto', 'standard', 'many', 'investor', 'asking', 'weve', 'see…', '+6300']"
15,2022-07-04,Stock futures slid in overnight trading after the major averages finished another losing week.,en,"{'id': None, 'name': 'CNBC'}","Stock futures were flat in overnight trading after the major averages finished another losing week.
Stock futures tied to the Dow Jones Industrial Average slipped 30 points or 0.11%. S&amp;P 500 fut… [+1524 chars]",Stock futures slide after another losing week on Wall Street,https://www.cnbc.com/2022/07/04/stock-market-futures-open-to-close-news.html,-0.3818,0.0,0.776,0.224,-1,-0.3818,0.0,0.927,0.073,-1,"['Stock', 'future', 'flat', 'overnight', 'trading', 'major', 'average', 'finished', 'another', 'losing', 'week', 'Stock', 'future', 'tied', 'Dow', 'Jones', 'Industrial', 'Average', 'slipped', '30', 'point', '0.11', 'P', 'fut…', '+1524']"
16,2022-06-26,Wall Street is set to wrap up the worst first half for stocks in decades this week.,en,"{'id': None, 'name': 'CNBC'}","U.S. stock futures were little changed on Sunday night following a major rebound last week from this year's steep declines. Despite the bounce, Wall Street is preparing to wrap up the worst first hal… [+1446 chars]",Stock futures were little changed following a major comeback week for stocks,https://www.cnbc.com/2022/06/26/stock-market-futures-open-to-close-news.html,0.0,0.0,1.0,0.0,0,-0.6249,0.0,0.892,0.108,-1,"['U.S.', 'stock', 'future', 'little', 'changed', 'Sunday', 'night', 'following', 'major', 'rebound', 'last', 'week', 'year', 'steep', 'decline', 'Despite', 'bounce', 'Wall', 'Street', 'preparing', 'wrap', 'worst', 'first', 'hal…', '+1446']"
17,2022-07-15,Alibaba Group Holding Ltd. led a drop in Chinese tech shares after the firm was reported to be facing an inquiry in connection with the theft of a vast police database.,en,"{'id': 'bloomberg', 'name': 'Bloomberg'}","Alibaba Group Holding Ltd. led a drop in Chinese tech shares after the firm was reported to be facing an 
inquiry in connection with the theft of a vast police database.
The e-commerce giants stock… [+1024 chars]",Alibaba Leads Decline in China Tech Shares on Report of Inquiry - Bloomberg,https://www.bloomberg.com/news/articles/2022-07-15/alibaba-leads-decline-in-china-tech-shares-on-report-of-inquiry,0.296,0.167,0.833,0.0,1,0.0258,0.059,0.885,0.056,0,"['Alibaba', 'Group', 'Holding', 'Ltd.', 'led', 'drop', 'Chinese', 'tech', 'share', 'firm', 'reported', 'facing', 'inquiry', 'connection', 'theft', 'vast', 'police', 'database', 'e-commerce', 'giant', 'stock…', '+1024']"
18,2022-06-23,Changpeng Zhao built Binance into the world’s biggest digital currency exchange. Now he faces a looming regulatory crackdown in a brutal crypto winter.,en,"{'id': 'bloomberg', 'name': 'Bloomberg'}","During the first few months of this yearback when buying digital tokens named after dog memes was still seen, at least in some of the most forward-thinking circles, as a perfectly reasonable way to p… [+30069 chars]",Can Crypto's Richest Man Stand the Cold?,https://www.bloomberg.com/news/features/2022-06-23/binance-bnb-ceo-moves-to-dubai-as-us-regulators-target-the-crypto-exchange,0.5267,0.362,0.638,0.0,1,0.6369,0.107,0.893,0.0,1,"['first', 'month', 'yearback', 'buying', 'digital', 'token', 'named', 'dog', 'meme', 'still', 'seen', 'least', 'forward-thinking', 'circle', 'perfectly', 'reasonable', 'way', 'p…', '+30069']"
19,2022-07-06,The three major averages ended Wednesday’s session higher after the release of the Federal Reserve’s June meeting minutes.,en,"{'id': None, 'name': 'CNBC'}","U.S. stock futures rose slightly on Wednesday night as investors digested the most recent meeting minutes from the Federal Reserve.
Dow Jones Industrial Average futures rose by 26 points, or 0.1%. S… [+1768 chars]",Stock futures rise slightly following third straight day of gains for S&P 500,https://www.cnbc.com/2022/07/06/stock-market-futures-open-to-close-news.html,0.4654,0.268,0.732,0.0,1,0.0,0.0,1.0,0.0,0,"['U.S.', 'stock', 'future', 'rose', 'slightly', 'Wednesday', 'night', 'investor', 'digested', 'recent', 'meeting', 'minute', 'Federal', 'Reserve', 'Dow', 'Jones', 'Industrial', 'Average', 'future', 'rose', '26', 'point', '0.1', 'S…', '+1768']"
20,2022-06-21,U.S. stock index futures were little changed during overnight trading Tuesday.,en,"{'id': None, 'name': 'CNBC'}","U.S. stock index futures were flat overnight Tuesday after the major averages jumped in regular trading hours, attempting to claw back some losses following weeks of selling.
Futures contracts tied … [+2316 chars]",Stock futures are flat after markets claw back some losses from weeks of selling,https://www.cnbc.com/2022/06/21/stock-market-futures-open-to-close-news.html,-0.4019,0.0,0.828,0.172,-1,-0.4019,0.0,0.92,0.08,-1,"['U.S.', 'stock', 'index', 'future', 'flat', 'overnight', 'Tuesday', 'major', 'average', 'jumped', 'regular', 'trading', 'hour', 'attempting', 'claw', 'back', 'loss', 'following', 'week', 'selling', 'Futures', 'contract', 'tied', '+2316']"
21,2022-06-22,S&P 500 futures were flat Wednesday night after the major indexes slipped into the red at the end of regular trading.,en,"{'id': None, 'name': 'CNBC'}",S&amp;P 500 futures were flat Wednesday night after the major indexes slipped into the red at the end of regular trading and investors weighed the likelihood of a recession after Federal Reserve chai… [+1901 chars],"S&P 500 futures are little changed after the major averages dip, investors mull recession concern",https://www.cnbc.com/2022/06/22/stock-futures-are-little-changed-after-major-averages-dip-investors-mull-slowdown.html,-0.4215,0.0,0.833,0.167,-1,-0.4215,0.0,0.922,0.078,-1,"['P', 'future', 'flat', 'Wednesday', 'night', 'major', 'index', 'slipped', 'red', 'end', 'regular', 'trading', 'investor', 'weighed', 'likelihood', 'recession', 'Federal', 'Reserve', 'chai…', '+1901']"
22,2022-06-14,"The S&P 500 suffered a five-day losing streak on Tuesday, dipping deeper into bear market territory.",en,"{'id': None, 'name': 'CNBC'}","Stock futures were little changed in overnight trading Tuesday as investors anxiously awaited the Federal Reserve's aggressive action to tame surging inflation.
Futures on the Dow Jones Industrial A… [+2459 chars]",Stock futures are flat as investors brace for a big Fed rate hike,https://www.cnbc.com/2022/06/14/stock-market-futures-open-to-close-news.html,0.0,0.0,1.0,0.0,0,-0.3818,0.0,0.859,0.141,-1,"['Stock', 'future', 'little', 'changed', 'overnight', 'trading', 'Tuesday', 'investor', 'anxiously', 'awaited', 'Federal', 'Reserve', 'aggressive', 'action', 'tame', 'surging', 'inflation', 'Futures', 'Dow', 'Jones', 'Industrial', 'A…', '+2459']"
23,2022-06-30,U.S. stock futures fell Thursday night after the S&P 500 closed out its worst first-half performance in decades.,en,"{'id': None, 'name': 'CNBC'}","U.S. stock futures fell Thursday night after the S&amp;P 500 closed out its worst first-half performance in decades.
Futures tied to the Dow Jones Industrial Average traded 67 points lower, or 0.2%.… [+2522 chars]",Stock futures slip after the S&P 500’s worst first half since 1970,https://www.cnbc.com/2022/06/30/stock-market-futures-open-to-close-news.html,-0.6249,0.0,0.728,0.272,-1,-0.743,0.0,0.836,0.164,-1,"['U.S.', 'stock', 'future', 'fell', 'Thursday', 'night', 'P', 'closed', 'worst', 'first-half', 'performance', 'decade', 'Futures', 'tied', 'Dow', 'Jones', 'Industrial', 'Average', 'traded', '67', 'point', 'lower', '0.2', '.…', '+2522']"
24,2022-06-23,Shares of MicroStrategy Inc. have been hit hard this year as its once-winning approach of being a tech company that also holds billions of dollars in Bitcoin sends investors rushing for the exit. Analysts are holding fast in their bullishness.,en,"{'id': 'bloomberg', 'name': 'Bloomberg'}","Shares of 
MicroStrategy Inc. have been hit hard this year as its once-winning approach of being a tech company that also holds billions of dollars in Bitcoin sends investors rushing for the exit. A… [+5258 chars]","MicroStrategy (MSTR) Bulls Unfazed by Bitcoin Drop (BTC USD), Tech Selloff - Bloomberg",https://www.bloomberg.com/news/articles/2022-06-23/microstrategy-bulls-unfazed-by-double-dose-of-pain-tech-watch,-0.2732,0.0,0.84,0.16,-1,0.2023,0.06,0.902,0.038,1,"['Shares', 'MicroStrategy', 'Inc.', 'hit', 'hard', 'year', 'once-winning', 'approach', 'tech', 'company', 'also', 'hold', 'billion', 'dollar', 'Bitcoin', 'sends', 'investor', 'rushing', 'exit', 'A…', '+5258']"
25,2022-07-12,Investors awaited a key inflation report that is expected to show a fresh high going back to the 1980s.,en,"{'id': None, 'name': 'CNBC'}","Stock futures were little changed in overnight trading on Tuesday as investors awaited a key inflation report that is expected to show a fresh high.
Futures on the Dow Jones Industrial Average edged… [+1496 chars]",Stock futures are flat with all eyes on June's inflation report,https://www.cnbc.com/2022/07/12/stock-market-futures-open-to-close-news.html,0.0,0.0,1.0,0.0,0,0.296,0.067,0.901,0.032,1,"['Stock', 'future', 'little', 'changed', 'overnight', 'trading', 'Tuesday', 'investor', 'awaited', 'key', 'inflation', 'report', 'expected', 'show', 'fresh', 'high', 'Futures', 'Dow', 'Jones', 'Industrial', 'Average', 'edged…', '+1496']"
26,2022-06-30,European stocks are expected to open lower on Thursday as investor concerns over the health of the global economy persist.,en,"{'id': None, 'name': 'CNBC'}","LONDON European stocks are expected to open lower on Thursday as investor concerns over the health of the global economy persist.
The U.K.'s FTSE index is seen opening 19 points lower at 7,290, Germ… [+1815 chars]",European markets set to continue declines as recession concerns persist,https://www.cnbc.com/2022/06/30/european-markets-open-to-close-as-recession-concerns-persist.html,-0.4215,0.0,0.763,0.237,-1,-0.5267,0.0,0.885,0.115,-1,"['LONDON', 'European', 'stock', 'expected', 'open', 'lower', 'Thursday', 'investor', 'concern', 'health', 'global', 'economy', 'persist', 'U.K.', 'FTSE', 'index', 'seen', 'opening', '19', 'point', 'lower', '7,290', 'Germ…', '+1815']"
27,2022-06-15,U.S. stock futures rose Wednesday as Wall Street prepares for what could be an even more aggressive Fed rate hike.,en,"{'id': None, 'name': 'CNBC'}","BY THE NUMBERS
U.S. stock futures rose Wednesday as Wall Street prepares for what could be an even more aggressive Federal Reserve interest rate hike than the market was expecting just a few days ag… [+4717 chars]",What to watch today: Stocks set to bounce ahead of the Fed's big rate decision,https://www.cnbc.com/2022/06/15/what-to-watch-today-stocks-set-to-bounce-ahead-of-the-feds-big-rate-decision.html,0.0,0.0,1.0,0.0,0,0.2748,0.077,0.874,0.049,1,"['NUMBERS', 'U.S.', 'stock', 'future', 'rose', 'Wednesday', 'Wall', 'Street', 'prepares', 'could', 'even', 'aggressive', 'Federal', 'Reserve', 'interest', 'rate', 'hike', 'market', 'expecting', 'day', 'ag…', '+4717']"
28,2022-07-06,Here are the most important news items that investors need to start their trading day.,en,"{'id': None, 'name': 'CNBC'}","Traders on the floor of the NYSE, June 27, 2022.
Here are the most important news items that investors need to start their trading day:
1. Stocks in a holding pattern
U.S. stock futures were essen… [+3034 chars]",5 things to know before the stock market opens Wednesday,https://www.cnbc.com/2022/07/06/5-things-to-know-before-the-stock-market-opens-wednesday-july-6.html,0.0,0.0,1.0,0.0,0,0.2716,0.055,0.945,0.0,1,"['Traders', 'floor', 'NYSE', 'June', '27', '2022', 'important', 'news', 'item', 'investor', 'need', 'start', 'trading', 'day', '1', 'Stocks', 'holding', 'pattern', 'U.S.', 'stock', 'future', 'essen…', '+3034']"
29,2022-07-01,"No one would have predicted it a few months ago, but Chinese technology stocks now are a rare pocket of strength in global markets. A wave of selling by corporate insiders is calling into question how far the rally can go.",en,"{'id': 'bloomberg', 'name': 'Bloomberg'}","No one would have predicted it a few months ago, but Chinese technology stocks now are a rare pocket of strength in global markets. A wave of selling by corporate insiders is calling into question ho… [+4171 chars]",China Tech Rally Sends Insiders Rushing for Exits: Tech Watch - Bloomberg,https://www.bloomberg.com/news/articles/2022-07-01/china-tech-rally-sends-insiders-rushing-for-exits-tech-watch,0.0,0.0,1.0,0.0,0,0.5719,0.111,0.848,0.041,1,"['one', 'would', 'predicted', 'month', 'ago', 'Chinese', 'technology', 'stock', 'rare', 'pocket', 'strength', 'global', 'market', 'wave', 'selling', 'corporate', 'insider', 'calling', 'question', 'ho…', '+4171']"
30,2022-06-16,"Bitcoin is trading at levels not seen since December 2020 after it nearly fell below $20,000.",en,"{'id': None, 'name': 'CNBC'}","Bitcoin rose on Thursday following a similar jump in U.S. stocks, but investors are still reeling from a dramatic plunge over the last few days that saw the world's largest cryptocurrency almost drop… [+1809 chars]","Bitcoin sees slight rebound after nearly falling below $20,000, but it's still at late 2020 levels",https://www.cnbc.com/2022/06/16/bitcoin-btc-sees-slight-rebound-still-trading-at-late-2020-levels.html,-0.0772,0.0,0.92,0.08,-1,0.0,0.0,1.0,0.0,0,"['Bitcoin', 'rose', 'Thursday', 'following', 'similar', 'jump', 'U.S.', 'stock', 'investor', 'still', 'reeling', 'dramatic', 'plunge', 'last', 'day', 'saw', 'world', 'largest', 'cryptocurrency', 'almost', 'drop…', '+1809']"
31,2022-06-21,"Dow futures jumped 400 points, or 1.4%, on Tuesday after a terrible week of selling.",en,"{'id': None, 'name': 'CNBC'}","Here are the most important news, trends and analysis that investors need to start their trading day:
1. Wall Street set to bounce after S&amp;P 500's worst seek since 2020
The sign for Wall Street… [+4675 chars]",5 things to know before the stock market opens Tuesday,https://www.cnbc.com/2022/06/21/5-things-to-know-before-the-stock-market-opens-tuesday-june-21.html,0.0,0.0,1.0,0.0,0,-0.4601,0.051,0.85,0.1,-1,"['important', 'news', 'trend', 'analysis', 'investor', 'need', 'start', 'trading', 'day', '1', 'Wall', 'Street', 'set', 'bounce', 'P', 'worst', 'seek', 'since', '2020', 'sign', 'Wall', 'Street…', '+4675']"
32,2022-06-30,"Cypto hedge fund Three Arrows Capital fell into liquidation, adding further pressure on bitcoin on top of concerns about inflation and interest rate hikes.",en,"{'id': None, 'name': 'CNBC'}","Bitcoin on Thursday briefly fell below $19,000 as the world's largest digital currency remains under pressure from macroeconomic worries and a liquidity crisis among high-profile crypto companies.
B… [+2320 chars]","Bitcoin falls below $19,000 again as pressure mounts on crypto firms",https://www.cnbc.com/2022/06/30/bitcoin-falls-below-19000-again-as-pressure-mounts-on-crypto-firms.html,-0.296,0.0,0.82,0.18,-1,-0.8442,0.0,0.741,0.259,-1,"['Bitcoin', 'Thursday', 'briefly', 'fell', '19,000', 'world', 'largest', 'digital', 'currency', 'remains', 'pressure', 'macroeconomic', 'worry', 'liquidity', 'crisis', 'among', 'high-profile', 'crypto', 'company', 'B…', '+2320']"
33,2022-07-13,The IPO market has been largely frozen this year as investors flee risk. That doesn't appear to be changing anytime soon.,en,"{'id': None, 'name': 'CNBC'}","The IPO market has been frozen for most of 2022, and it shows no signs of reopening.
On Wednesday, software vendor Justworks and food retailer Fresh Market withdrew their IPO filings. Both companies… [+2007 chars]",IPO market stays dormant as Justworks and Fresh Market withdraw their filings,https://www.cnbc.com/2022/07/13/ipo-market-stays-dormant-as-justworks-and-fresh-market-withdraw-their-filings.html,0.3182,0.173,0.827,0.0,1,0.0258,0.061,0.88,0.059,0,"['IPO', 'market', 'frozen', '2022', 'show', 'sign', 'reopening', 'Wednesday', 'software', 'vendor', 'Justworks', 'food', 'retailer', 'Fresh', 'Market', 'withdrew', 'IPO', 'filing', 'companies…', '+2007']"
34,2022-06-16,"The S&P 500 is down 6% for the week, which would be its worst weekly performance since the start of the pandemic in March 2020.",en,"{'id': None, 'name': 'CNBC'}","Stock futures rose modestly on Thursday evening as Wall Street tries to find its footing after a brutal week of selling.
Futures tied to the Dow Jones Industrial Average gained 103 points, or 0.3%. … [+1454 chars]",Stock futures rise slightly as S&P 500 is poised for worst week since March 2020,https://www.cnbc.com/2022/06/16/stock-market-news-futures-open-to-close.html,-0.4767,0.105,0.681,0.215,-1,-0.3612,0.065,0.831,0.103,-1,"['Stock', 'future', 'rose', 'modestly', 'Thursday', 'evening', 'Wall', 'Street', 'try', 'find', 'footing', 'brutal', 'week', 'selling', 'Futures', 'tied', 'Dow', 'Jones', 'Industrial', 'Average', 'gained', '103', 'point', '0.3', '+1454']"
